# BEGIN PLOT
LegendOnly=/CMS_2014_I1298810/d01-x01-y01 //home/david/Analysis/images/mY_500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01 //home/david/Analysis/images/mY_1000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01 //home/david/Analysis/images/mY_1500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01 //home/david/Analysis/images/mY_2000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
DrawOnly=/CMS_2014_I1298810/d01-x01-y01 //home/david/Analysis/images/mY_500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01 //home/david/Analysis/images/mY_1000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01 //home/david/Analysis/images/mY_1500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01 //home/david/Analysis/images/mY_2000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
Title=CMS inclusive jet double differential cross section ($\left|y\right| < 0.5$)
LogY=1
CustomLegend=$g_{q}=0.375, g_{\textsc{dm}}=1$ \\$M_{\textsc{dm}} = 600$ GeV
LegendXPos=0.5
LegendYPos=1.0
XLabel=$p_{T}$ (GeV)
YLabel=$d^2\sigma/dp_{T}dy$ (pb/GeV)
#LegendYPos=0.3
#LegendAlign=1
Legend=1
#FullRange=1
YMin=10e-7
# END PLOT

# BEGIN HISTO1D /CMS_2014_I1298810/d01-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
LineColor=black
Path=/CMS_2014_I1298810/d01-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
5.480000e+02	5.920000e+02	2.678261e-01	1.637394e-02	1.637394e-02
5.920000e+02	6.380000e+02	1.571959e-01	1.000221e-02	1.000221e-02
6.380000e+02	6.860000e+02	9.266146e-02	6.150186e-03	6.150186e-03
6.860000e+02	7.370000e+02	5.557238e-02	3.855970e-03	3.855970e-03
7.370000e+02	7.900000e+02	3.319259e-02	2.411023e-03	2.411023e-03
7.900000e+02	8.460000e+02	1.949828e-02	1.484103e-03	1.484103e-03
8.460000e+02	9.050000e+02	1.135223e-02	9.138229e-04	9.138229e-04
9.050000e+02	9.670000e+02	6.580751e-03	5.659947e-04	5.659947e-04
9.670000e+02	1.032000e+03	3.710362e-03	3.435227e-04	3.435227e-04
1.032000e+03	1.101000e+03	2.057212e-03	2.066679e-04	2.066679e-04
1.101000e+03	1.172000e+03	1.300942e-03	1.424377e-04	1.424377e-04
1.172000e+03	1.248000e+03	7.037219e-04	8.654464e-05	8.654464e-05
1.248000e+03	1.327000e+03	2.983800e-04	4.373448e-05	4.373448e-05
# END HISTO1D

# BEGIN HISTO1D //home/david/Analysis/images/mY_500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
ErrorBars=1
IsRef=1
LineColor=red
LineStyle=solid
Path=//home/david/Analysis/images/mY_500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
PolyMarker=*
ScaledBy=0.011082343566047564
Title=$M_{\textsc{z}'} = 500$ GeV
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
5.600000e+01	6.400000e+01	8.658081e-01	3.463232e-02	3.463232e-02
6.400000e+01	7.400000e+01	7.270018e-01	2.838465e-02	2.838465e-02
7.400000e+01	8.400000e+01	6.981877e-01	2.781646e-02	2.781646e-02
8.400000e+01	9.700000e+01	6.649406e-01	2.380869e-02	2.380869e-02
9.700000e+01	1.140000e+02	7.034029e-01	2.141378e-02	2.141378e-02
1.140000e+02	1.330000e+02	7.086868e-01	2.033135e-02	2.033135e-02
1.330000e+02	1.530000e+02	7.635735e-01	2.056962e-02	2.056962e-02
1.530000e+02	1.740000e+02	8.222043e-01	2.083033e-02	2.083033e-02
1.740000e+02	1.960000e+02	9.500591e-01	2.187660e-02	2.187660e-02
1.960000e+02	2.200000e+02	1.060211e+00	2.212617e-02	2.212617e-02
2.200000e+02	2.450000e+02	1.030215e+00	2.137025e-02	2.137025e-02
2.450000e+02	2.720000e+02	4.724363e-01	1.392533e-02	1.392533e-02
2.720000e+02	3.000000e+02	1.033033e-01	6.394312e-03	6.394312e-03
3.000000e+02	3.300000e+02	3.694113e-02	3.694114e-03	3.694114e-03
3.300000e+02	3.620000e+02	1.939410e-02	2.591646e-03	2.591646e-03
3.620000e+02	3.950000e+02	7.724058e-03	1.610577e-03	1.610577e-03
3.950000e+02	4.300000e+02	4.432937e-03	1.184752e-03	1.184752e-03
4.300000e+02	4.680000e+02	1.166562e-03	5.832813e-04	5.832813e-04
4.680000e+02	5.070000e+02	1.420813e-03	6.354070e-04	6.354070e-04
5.070000e+02	5.480000e+02	2.703010e-04	2.703010e-04	2.703010e-04
5.480000e+02	5.920000e+02	2.518714e-04	2.518714e-04	2.518714e-04
5.920000e+02	6.380000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.380000e+02	6.860000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.860000e+02	7.370000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.370000e+02	7.900000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.900000e+02	8.460000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.460000e+02	9.050000e+02	0.000000e+00	0.000000e+00	0.000000e+00
9.050000e+02	9.670000e+02	0.000000e+00	0.000000e+00	0.000000e+00
9.670000e+02	1.032000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.032000e+03	1.101000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.101000e+03	1.172000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.172000e+03	1.248000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.248000e+03	1.327000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D

# BEGIN HISTO1D //home/david/Analysis/images/mY_1000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
ErrorBars=1
IsRef=1
LineColor=blue
LineStyle=solid
Path=//home/david/Analysis/images/mY_1000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
PolyMarker=*
ScaledBy=0.00060087285013791429
Title=$M_{\textsc{z}'} = 1000$ GeV
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
5.600000e+01	6.400000e+01	4.776940e-02	1.894179e-03	1.894179e-03
6.400000e+01	7.400000e+01	3.917691e-02	1.534286e-03	1.534286e-03
7.400000e+01	8.400000e+01	2.932260e-02	1.327371e-03	1.327371e-03
8.400000e+01	9.700000e+01	2.514422e-02	1.078049e-03	1.078049e-03
9.700000e+01	1.140000e+02	2.131331e-02	8.679453e-04	8.679453e-04
1.140000e+02	1.330000e+02	1.758344e-02	7.457039e-04	7.457039e-04
1.330000e+02	1.530000e+02	1.529222e-02	6.778154e-04	6.778154e-04
1.530000e+02	1.740000e+02	1.402037e-02	6.333756e-04	6.333756e-04
1.740000e+02	1.960000e+02	1.335576e-02	6.039686e-04	6.039686e-04
1.960000e+02	2.200000e+02	1.467131e-02	6.060663e-04	6.060663e-04
2.200000e+02	2.450000e+02	1.504586e-02	6.013533e-04	6.013533e-04
2.450000e+02	2.720000e+02	1.856030e-02	6.426905e-04	6.426905e-04
2.720000e+02	3.000000e+02	1.920647e-02	6.420015e-04	6.420015e-04
3.000000e+02	3.300000e+02	2.297337e-02	6.783332e-04	6.783332e-04
3.300000e+02	3.620000e+02	2.859779e-02	7.327951e-04	7.327951e-04
3.620000e+02	3.950000e+02	3.479600e-02	7.959742e-04	7.959742e-04
3.950000e+02	4.300000e+02	3.974343e-02	8.260190e-04	8.260190e-04
4.300000e+02	4.680000e+02	4.300984e-02	8.246762e-04	8.246762e-04
4.680000e+02	5.070000e+02	3.794744e-02	7.646280e-04	7.646280e-04
5.070000e+02	5.480000e+02	9.262234e-03	3.684319e-04	3.684319e-04
5.480000e+02	5.920000e+02	2.198648e-03	1.732778e-04	1.732778e-04
5.920000e+02	6.380000e+02	9.535591e-04	1.116057e-04	1.116057e-04
6.380000e+02	6.860000e+02	4.381365e-04	7.405859e-05	7.405859e-05
6.860000e+02	7.370000e+02	1.413819e-04	4.081342e-05	4.081342e-05
7.370000e+02	7.900000e+02	6.802334e-05	2.777041e-05	2.777041e-05
7.900000e+02	8.460000e+02	2.145975e-05	1.517433e-05	1.517433e-05
8.460000e+02	9.050000e+02	3.055285e-05	1.763970e-05	1.763970e-05
9.050000e+02	9.670000e+02	0.000000e+00	0.000000e+00	0.000000e+00
9.670000e+02	1.032000e+03	9.244197e-06	9.244198e-06	9.244198e-06
1.032000e+03	1.101000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.101000e+03	1.172000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.172000e+03	1.248000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.248000e+03	1.327000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D

# BEGIN HISTO1D //home/david/Analysis/images/mY_1500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
ErrorBars=1
IsRef=1
LineColor=green
LineStyle=solid
Path=//home/david/Analysis/images/mY_1500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
PolyMarker=*
ScaledBy=6.6627867273581683e-05
Title=$M_{\textsc{z}'} = 1500$ GeV
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
5.600000e+01	6.400000e+01	4.855506e-03	2.010945e-04	2.010945e-04
6.400000e+01	7.400000e+01	4.044312e-03	1.641535e-04	1.641535e-04
7.400000e+01	8.400000e+01	3.617893e-03	1.552587e-04	1.552587e-04
8.400000e+01	9.700000e+01	2.634364e-03	1.161968e-04	1.161968e-04
9.700000e+01	1.140000e+02	2.186962e-03	9.258147e-05	9.258147e-05
1.140000e+02	1.330000e+02	1.616603e-03	7.529269e-05	7.529269e-05
1.330000e+02	1.530000e+02	1.452487e-03	6.956154e-05	6.956154e-05
1.530000e+02	1.740000e+02	1.278620e-03	6.369263e-05	6.369263e-05
1.740000e+02	1.960000e+02	9.146186e-04	5.263040e-05	5.263040e-05
1.960000e+02	2.200000e+02	7.939821e-04	4.694915e-05	4.694915e-05
2.200000e+02	2.450000e+02	7.888740e-04	4.585237e-05	4.585237e-05
2.450000e+02	2.720000e+02	6.416019e-04	3.979045e-05	3.979045e-05
2.720000e+02	3.000000e+02	6.853154e-04	4.038259e-05	4.038259e-05
3.000000e+02	3.300000e+02	6.174183e-04	3.703029e-05	3.703029e-05
3.300000e+02	3.620000e+02	6.975106e-04	3.810906e-05	3.810906e-05
3.620000e+02	3.950000e+02	7.187733e-04	3.809491e-05	3.809491e-05
3.950000e+02	4.300000e+02	8.623549e-04	4.051698e-05	4.051698e-05
4.300000e+02	4.680000e+02	1.059032e-03	4.309142e-05	4.309142e-05
4.680000e+02	5.070000e+02	1.180509e-03	4.490869e-05	4.490869e-05
5.070000e+02	5.480000e+02	1.353683e-03	4.690234e-05	4.690234e-05
5.480000e+02	5.920000e+02	1.767153e-03	5.172954e-05	5.172954e-05
5.920000e+02	6.380000e+02	2.020563e-03	5.409849e-05	5.409849e-05
6.380000e+02	6.860000e+02	2.481888e-03	5.869464e-05	5.869464e-05
6.860000e+02	7.370000e+02	2.743500e-03	5.986809e-05	5.986809e-05
7.370000e+02	7.900000e+02	1.206844e-03	3.895074e-05	3.895074e-05
7.900000e+02	8.460000e+02	1.689492e-04	1.417790e-05	1.417790e-05
8.460000e+02	9.050000e+02	5.081786e-05	7.575481e-06	7.575481e-06
9.050000e+02	9.670000e+02	1.719429e-05	4.298572e-06	4.298572e-06
9.670000e+02	1.032000e+03	7.175309e-06	2.712012e-06	2.712012e-06
1.032000e+03	1.101000e+03	3.862486e-06	1.931242e-06	1.931242e-06
1.101000e+03	1.172000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.172000e+03	1.248000e+03	8.766826e-07	8.766823e-07	8.766823e-07
1.248000e+03	1.327000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D

# BEGIN HISTO1D //home/david/Analysis/images/mY_2000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
ErrorBars=1
IsRef=1
LineColor=cyan
LineStyle=solid
Path=//home/david/Analysis/images/mY_2000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
PolyMarker=*
ScaledBy=9.3662427293324338e-06
Title=$M_{\textsc{z}'} = 2000$ GeV
XLabel=
YLabel=
# xlow	 xhigh	 val	 errminus	 errplus
5.600000e+01	6.400000e+01	6.556370e-04	2.770572e-05	2.770572e-05
6.400000e+01	7.400000e+01	5.385589e-04	2.245946e-05	2.245946e-05
7.400000e+01	8.400000e+01	4.252274e-04	1.995691e-05	1.995691e-05
8.400000e+01	9.700000e+01	3.638425e-04	1.619078e-05	1.619078e-05
9.700000e+01	1.140000e+02	3.013726e-04	1.288576e-05	1.288576e-05
1.140000e+02	1.330000e+02	2.218321e-04	1.045726e-05	1.045726e-05
1.330000e+02	1.530000e+02	1.765537e-04	9.092977e-06	9.092977e-06
1.530000e+02	1.740000e+02	1.636862e-04	8.544353e-06	8.544353e-06
1.740000e+02	1.960000e+02	1.302759e-04	7.447379e-06	7.447379e-06
1.960000e+02	2.200000e+02	1.041995e-04	6.376903e-06	6.376903e-06
2.200000e+02	2.450000e+02	9.216384e-05	5.876151e-06	5.876151e-06
2.450000e+02	2.720000e+02	8.186789e-05	5.329146e-06	5.329146e-06
2.720000e+02	3.000000e+02	8.028207e-05	5.182186e-06	5.182186e-06
3.000000e+02	3.300000e+02	6.774917e-05	4.599112e-06	4.599112e-06
3.300000e+02	3.620000e+02	6.205137e-05	4.261705e-06	4.261705e-06
3.620000e+02	3.950000e+02	5.364303e-05	3.901956e-06	3.901956e-06
3.950000e+02	4.300000e+02	4.602840e-05	3.509632e-06	3.509632e-06
4.300000e+02	4.680000e+02	5.471858e-05	3.672471e-06	3.672471e-06
4.680000e+02	5.070000e+02	5.643762e-05	3.681584e-06	3.681584e-06
5.070000e+02	5.480000e+02	4.683122e-05	3.270834e-06	3.270834e-06
5.480000e+02	5.920000e+02	5.875189e-05	3.536448e-06	3.536448e-06
5.920000e+02	6.380000e+02	6.698900e-05	3.693223e-06	3.693223e-06
6.380000e+02	6.860000e+02	8.449131e-05	4.060394e-06	4.060394e-06
6.860000e+02	7.370000e+02	9.549894e-05	4.187906e-06	4.187906e-06
7.370000e+02	7.900000e+02	1.164595e-04	4.536619e-06	4.536619e-06
7.900000e+02	8.460000e+02	1.528705e-04	5.056505e-06	5.056505e-06
8.460000e+02	9.050000e+02	1.787524e-04	5.326999e-06	5.326999e-06
9.050000e+02	9.670000e+02	2.092298e-04	5.622100e-06	5.622100e-06
9.670000e+02	1.032000e+03	1.328566e-04	4.375398e-06	4.375398e-06
1.032000e+03	1.101000e+03	1.873248e-05	1.594615e-06	1.594615e-06
1.101000e+03	1.172000e+03	4.353324e-06	7.578165e-07	7.578165e-07
1.172000e+03	1.248000e+03	1.971841e-06	4.929601e-07	4.929601e-07
1.248000e+03	1.327000e+03	4.742401e-07	2.371201e-07	2.371201e-07
# END HISTO1D

